#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
655,Sean Guenther,DET,RP,L,24.3,0.0,0.0,102.6,24.3,1.2,1.2,0,6,3.99,3.87,1.30,19.6,7.9,23.7,1.0,10.9,11.9,3,48.2,31.7,20.2,0.293,674944
656,Shane Drohan,MIL,RP,L,24.3,0.0,0.0,102.9,24.3,1.2,1.2,0,2,4.01,4.03,1.30,25.6,9.6,22.0,1.0,10.9,11.7,3,40.6,38.2,21.2,0.290,675660
657,Nolan Hoffman,PHI,RP,R,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,4.51,4.60,1.45,21.5,11.0,24.1,1.4,11.9,13.0,3,48.0,30.7,21.3,0.306,676510
658,Hunter Stratton,ATL,RP,R,24.3,0.0,0.0,103.7,24.3,1.2,1.2,0,5,4.50,4.23,1.32,22.3,8.4,23.6,1.1,12.1,13.0,3,39.6,40.7,19.8,0.291,676702
659,Cam Sanders,PIT,RP,R,24.3,0.0,0.0,108.6,24.3,1.1,1.3,0,2,4.88,4.91,1.54,22.0,13.9,23.4,1.3,13.2,14.1,3,42.2,36.3,21.5,0.303,676742
660,Jack Neely,CHC,RP,R,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,4.57,4.61,1.40,23.4,11.1,23.0,1.2,12.6,13.4,3,38.3,40.4,21.3,0.292,680891
661,Franco Aleman,CLE,RP,R,24.3,0.0,0.0,103.8,24.3,1.2,1.2,0,2,4.29,4.22,1.36,25.1,10.5,22.5,1.2,11.5,12.4,3,42.2,36.6,21.2,0.297,680916
662,Lazaro Estrada,TOR,RP,R,24.3,0.0,0.0,102.1,24.3,1.2,1.2,0,2,4.37,4.24,1.25,22.8,6.9,23.4,1.0,11.9,12.7,4,35.8,43.1,21.0,0.283,681751
663,Evan Reifert,TB,RP,R,24.3,0.0,0.0,103.3,24.3,1.2,1.2,0,2,4.11,4.06,1.37,27.0,11.8,21.5,1.1,11.1,12.0,3,43.7,35.0,21.3,0.294,682126
664,Jayvien Sandridge,LAA,RP,L,24.3,0.0,0.0,107.6,24.3,1.1,1.3,0,2,4.78,4.85,1.52,24.3,14.2,22.8,1.2,12.5,13.5,3,41.4,37.1,21.5,0.297,682144
665,Domingo Gonzalez,SEA,RP,R,24.3,0.0,0.0,105.3,24.3,1.1,1.2,0,2,4.52,4.51,1.40,22.8,10.4,23.5,1.3,12.7,13.6,3,41.4,37.3,21.3,0.289,682445
666,Angel Bastardo,TOR,RP,R,24.3,0.0,0.0,103.3,24.3,1.2,1.2,0,2,4.20,4.06,1.34,24.3,9.7,22.7,0.9,11.4,12.4,3,43.2,35.6,21.2,0.294,682785
667,Jose Franco,CIN,RP,R,24.3,0.0,0.0,104.1,24.3,1.2,1.2,0,2,4.59,4.67,1.37,22.6,9.5,23.7,1.1,11.7,12.6,4,40.6,38.2,21.2,0.295,683742
668,Gavin Collyer,TEX,RP,R,24.3,0.0,0.0,108.0,24.3,1.1,1.3,0,2,5.08,5.09,1.54,22.5,13.7,23.8,1.5,13.6,14.6,3,40.5,38.1,21.5,0.297,686560
669,Shane Murphy,CHW,RP,L,24.3,0.0,0.0,102.1,24.3,1.1,1.2,0,2,4.32,4.34,1.29,17.8,6.1,25.3,0.8,11.7,12.6,4,42.4,36.6,21.0,0.291,690294
670,Rolddy Munoz,ATL,RP,R,24.3,0.0,0.0,107.3,24.3,1.2,1.2,0,2,4.61,4.59,1.50,21.5,11.7,24.8,1.2,12.4,13.5,3,48.6,30.1,21.4,0.315,691548
671,Ronan Kopp,LAD,RP,L,24.3,0.0,0.0,106.3,24.3,1.3,1.1,0,2,4.33,4.60,1.51,26.2,15.0,21.7,1.0,11.7,12.7,3,43.4,35.1,21.5,0.299,691947
672,Jaden Woods,PIT,RP,L,24.3,0.0,0.0,107.6,24.3,1.1,1.3,0,2,4.77,4.94,1.50,19.5,12.0,24.5,1.4,12.8,13.8,3,42.4,36.2,21.4,0.303,692243
673,Brendan Beck,NYY,RP,R,24.3,0.0,0.0,101.3,24.3,1.2,1.2,0,2,4.26,4.13,1.25,21.6,6.8,23.6,0.8,11.4,12.3,4,41.0,38.0,21.0,0.286,694341
674,Marco Raya,MIN,RP,R,24.3,0.0,0.0,104.5,24.3,1.2,1.2,0,2,4.28,4.23,1.39,22.0,10.0,23.8,1.1,11.6,12.6,3,46.5,32.3,21.2,0.305,694397
675,Chase Lee,TOR,RP,R,24.3,0.0,0.0,103.3,24.3,1.2,1.2,0,3,4.13,3.88,1.27,23.8,8.0,22.9,1.1,11.2,12.2,3,43.8,35.2,21.1,0.291,695445
676,Tyson Neighbors,BAL,RP,R,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,4.46,4.33,1.37,24.1,10.7,22.6,1.1,11.9,12.8,3,40.7,38.0,21.2,0.295,695695
677,Ryan Johnson,LAA,RP,R,24.3,0.0,0.0,101.3,24.3,1.2,1.2,0,2,4.16,4.10,1.31,23.4,8.1,23.6,0.8,10.9,11.9,3,44.6,34.3,21.1,0.305,696270
678,Miguel Ullola,HOU,RP,R,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,4.39,4.55,1.41,26.4,12.5,21.7,1.1,11.7,12.6,3,38.6,40.0,21.3,0.291,699044
679,Welinton Herrera,COL,RP,L,24.3,0.0,0.0,104.5,24.3,1.2,1.2,0,2,4.51,4.75,1.43,22.0,10.9,23.9,1.2,10.8,11.7,3,45.7,33.1,21.3,0.321,700327
680,Tyler Samaniego,BOS,RP,L,24.3,0.0,0.0,105.8,24.3,1.2,1.2,0,2,4.70,4.79,1.45,20.2,10.5,24.7,1.1,12.0,13.0,3,44.2,34.5,21.3,0.307,701719
681,Jhancarlos Lara,ATL,RP,R,24.3,0.0,0.0,106.9,24.3,1.2,1.1,0,2,4.23,4.31,1.48,26.7,14.1,22.0,1.4,11.4,12.4,2,47.8,30.7,21.4,0.312,702910
682,Brycen Mautz,STL,RP,L,24.3,0.0,0.0,101.8,24.3,1.2,1.2,0,2,4.03,4.17,1.29,21.1,7.9,23.4,1.1,11.0,11.9,3,42.9,36.0,21.1,0.296,802408
683,Drew Sommers,DET,RP,L,24.3,0.0,0.0,104.1,24.3,1.2,1.2,0,2,3.91,4.10,1.39,20.2,9.5,24.3,1.2,10.7,11.7,2,52.8,26.0,21.2,0.312,805427
684,Jake Miller,DET,RP,L,24.3,0.0,0.0,102.1,24.3,1.2,1.2,0,2,4.26,4.30,1.33,20.3,8.4,23.9,1.0,11.6,12.6,3,42.6,36.3,21.2,0.293,805725
685,Jake Bloss,TOR,RP,R,24.3,0.0,0.0,104.1,24.3,1.2,1.2,0,2,4.57,4.40,1.35,22.0,8.8,24.0,0.8,12.5,13.4,4,40.2,38.7,21.2,0.290,814005
686,Ryan Lambert,NYM,RP,R,24.3,0.0,0.0,103.3,24.3,1.2,1.2,0,2,4.17,4.09,1.35,26.7,11.9,21.0,1.0,11.6,12.5,3,38.7,40.1,21.3,0.286,822038
687,Adam Mazur,MIA,SP,R,17.8,1.6,0.7,102.1,24.2,1.2,1.4,0,2,4.54,4.26,1.28,19.1,6.5,24.5,0.8,12.2,13.1,3,40.8,39.5,19.7,0.290,800049
688,Hayden Wesneski,HOU,RP,R,13.9,1.6,0.7,95.9,23.0,1.2,1.1,0,1,4.30,3.88,1.21,23.0,6.9,21.0,0.9,10.8,11.7,3,39.7,40.5,19.8,0.277,669713
689,Michel Otanez,TEX,RP,R,25.5,0.0,0.0,99.3,23.0,1.2,1.1,0,4,4.03,3.93,1.35,27.0,12.1,19.0,1.3,10.2,11.1,3,41.9,38.5,19.5,0.288,671305
690,Landon Knack,LAD,SP,R,12.2,2.0,0.7,97.1,22.7,1.2,1.2,0,1,4.81,4.45,1.32,20.7,8.3,21.6,0.8,12.1,12.9,4,35.2,44.8,20.0,0.272,689017
691,John Brebbia,COL,RP,R,24.3,0.0,0.0,93.1,21.9,1.1,1.1,0,2,4.98,4.70,1.32,19.9,7.7,21.3,0.9,10.7,11.4,3,33.1,47.0,19.9,0.296,605154
692,Blas Castano,SEA,RP,R,24.3,0.0,0.0,94.9,21.9,1.0,1.1,0,2,4.44,4.39,1.36,16.7,6.7,23.1,1.4,11.2,12.2,3,47.4,31.5,21.2,0.296,680604
693,Ryan Loutos,SEA,RP,R,24.3,0.0,0.0,96.4,21.9,1.0,1.1,0,2,4.63,4.42,1.41,18.5,9.0,22.0,0.8,11.7,12.6,3,44.0,35.9,20.0,0.288,702795
694,Jeff Criswell,COL,RP,R,19.8,0.0,0.0,91.9,21.8,1.1,1.1,0,2,4.93,4.91,1.38,19.3,8.4,21.7,0.8,10.6,11.3,3,38.9,39.9,21.2,0.309,676105
695,Luis Perales,WSH,SP,R,13.0,2.2,0.9,93.6,21.8,1.0,1.3,0,1,4.59,4.56,1.40,20.1,9.7,20.8,0.9,11.1,11.9,3,41.0,37.9,21.1,0.294,691384
696,Gavin Stone,LAD,SP,R,9.4,2.2,1.1,91.4,21.7,1.4,1.0,0,1,4.25,3.94,1.26,19.8,6.6,20.8,0.7,10.2,11.0,3,42.6,37.7,19.7,0.285,694813
697,Kendry Rojas,MIN,SP,L,10.1,2.9,1.2,88.7,21.7,1.1,1.2,0,1,4.54,4.99,1.50,17.1,7.9,24.7,0.9,11.0,11.9,3,43.2,35.7,21.1,0.302,696070
698,Andrew Morris,MIN,SP,R,10.1,2.9,1.2,88.0,21.7,1.1,1.2,0,1,4.51,4.83,1.44,16.1,5.9,25.4,0.8,10.9,11.8,3,45.4,33.6,21.0,0.305,702193
699,Garrett Acton,MIA,RP,R,21.6,0.0,0.0,93.2,21.6,1.0,1.1,0,2,4.73,4.36,1.30,20.9,9.1,19.0,0.8,11.3,12.0,3,31.2,48.9,19.8,0.267,670183
700,DJ Herz,WSH,RP,L,12.2,1.4,0.6,88.3,21.0,1.1,1.1,0,1,3.91,3.83,1.25,23.7,9.1,17.0,0.8,9.1,9.8,3,36.1,43.9,19.9,0.276,687792
701,Jose Corniell,TEX,RP,R,20.5,0.0,0.0,86.1,20.5,1.0,1.0,0,2,4.30,4.21,1.30,19.6,7.2,19.5,0.9,9.7,10.5,3,40.7,38.2,21.1,0.291,692030
702,Cal Quantrill,TEX,SP,R,12.2,2.0,0.8,85.5,20.4,2.5,2.9,0,0,4.87,4.82,1.41,16.0,6.1,22.6,1.0,11.0,11.7,3,39.0,41.1,19.9,0.291,615698
703,Scott Blewett,STL,RP,R,20.4,0.0,0.0,87.6,20.4,0.9,1.1,0,2,4.62,4.53,1.37,15.3,7.1,20.8,0.8,10.6,11.4,3,43.2,36.3,20.5,0.294,656240
704,Tink Hence,STL,SP,R,9.4,2.2,0.9,85.3,20.4,2.2,2.2,0,0,4.42,4.62,1.41,17.2,7.5,21.3,0.7,10.2,11.0,3,42.8,36.1,21.0,0.298,693311
705,Walbert Urena,LAA,SP,R,9.4,2.2,0.8,85.1,20.4,0.9,1.3,0,1,5.13,5.46,1.67,13.8,9.8,24.3,1.0,11.3,12.3,2,51.9,26.8,21.3,0.313,700712
706,Riley Martin,CHC,RP,L,20.4,0.0,0.0,89.0,20.4,1.0,1.0,0,2,4.09,4.39,1.47,20.1,10.7,19.2,0.8,9.4,10.3,2,47.1,31.5,21.4,0.307,702303
707,Trevor Williams,WSH,RP,R,13.9,1.6,0.6,85.7,20.3,1.0,1.2,0,1,4.61,4.43,1.31,16.6,5.3,21.2,0.7,10.4,11.1,3,38.7,40.8,20.5,0.299,16977
708,Jonathan Pintaro,NYM,RP,R,13.9,1.6,0.7,86.9,20.3,1.1,1.0,0,1,4.13,4.17,1.38,19.0,8.5,19.4,1.1,9.6,10.5,2,47.2,31.7,21.1,0.300,702752
709,Brandon Young,BAL,SP,R,12.2,2.0,0.8,85.1,20.2,1.1,1.0,0,1,4.47,4.28,1.31,17.8,5.8,20.6,0.6,9.9,10.7,3,41.7,37.4,21.0,0.299,687064
710,Gabriel Hughes,COL,SP,R,12.2,2.0,0.8,86.4,20.2,0.9,1.2,0,1,5.20,5.15,1.47,14.3,7.0,22.6,0.8,10.3,11.2,3,46.5,32.4,21.1,0.323,687312
711,Evan Phillips,LAD,RP,R,21.6,0.0,0.0,80.4,19.4,1.1,0.8,0,6,3.64,3.28,1.16,21.5,6.2,16.3,0.8,7.8,8.5,2,41.1,39.4,19.5,0.279,623465
712,Emiliano Teodo,TEX,RP,R,20.4,0.0,0.0,80.2,18.4,0.9,0.9,0,2,4.56,4.63,1.49,18.1,10.0,17.4,0.9,9.3,10.0,2,44.3,34.3,21.4,0.301,693713
713,Ty Madden,DET,SP,R,9.4,2.2,0.9,78.1,18.2,0.9,1.1,0,1,4.62,4.46,1.35,15.7,6.7,17.9,0.7,9.5,10.1,3,40.9,38.1,21.0,0.293,680744
714,Coleman Crow,MIL,SP,R,9.4,2.2,1.0,76.5,18.2,1.0,1.0,0,1,4.13,3.95,1.28,17.9,5.8,17.5,0.7,8.4,9.1,2,44.6,34.5,20.9,0.296,689441
715,George Klassen,LAA,SP,R,9.4,2.2,0.9,78.3,18.2,0.9,1.1,0,1,4.65,4.54,1.41,16.8,7.7,17.9,0.8,9.2,9.9,2,44.3,34.7,21.0,0.300,691946
716,Ben Kudrna,KC,SP,R,9.4,2.2,0.9,78.3,18.2,0.9,1.1,0,1,5.04,5.07,1.50,13.6,7.8,19.4,0.7,9.8,10.6,2,45.7,33.1,21.1,0.310,695667
717,Elmer Rodriguez,NYY,SP,R,9.4,2.2,1.0,74.0,18.2,1.0,0.9,0,1,4.28,4.59,1.47,14.9,7.0,19.7,0.6,8.6,9.4,2,51.2,27.7,21.1,0.302,695684
718,Duncan Davitt,CHW,SP,R,9.4,2.2,0.9,74.5,18.2,0.9,1.1,0,1,4.76,5.15,1.47,13.2,5.5,21.2,0.8,9.6,10.4,3,42.9,36.1,21.1,0.295,701474
719,Riley Cornelio,WSH,SP,R,6.5,2.9,1.1,78.8,18.1,1.3,1.9,0,0,5.36,5.53,1.56,12.6,8.0,20.2,0.6,10.8,11.5,3,40.9,38.0,21.1,0.299,683000
720,Tanner McDougal,CHW,SP,R,6.5,2.9,1.2,79.8,18.1,0.9,1.2,0,0,4.90,4.84,1.49,15.1,8.7,18.3,0.9,9.9,10.6,3,45.3,33.6,21.1,0.298,701780
721,Jorge Alcala,TOR,RP,R,18.0,0.0,0.0,77.0,18.0,0.9,0.9,0,2,4.32,4.11,1.30,19.6,7.7,15.7,0.7,8.7,9.3,3,34.7,45.8,19.5,0.277,660896
722,Ty Johnson,TB,SP,R,3.6,3.6,1.6,77.0,18.0,0.9,1.1,0,0,4.54,4.40,1.33,17.8,6.8,17.1,0.9,9.1,9.8,3,39.9,39.3,20.8,0.288,694494
723,Gage Jump,ATH,SP,L,3.6,3.6,1.6,77.0,18.0,1.0,1.0,0,0,4.67,4.64,1.39,15.2,6.6,18.4,0.7,9.1,9.9,3,43.1,35.9,20.9,0.300,695611
724,JR Ritchie,ATL,SP,R,3.6,3.6,1.5,78.0,18.0,1.1,1.0,0,0,4.83,4.67,1.44,14.6,6.8,19.1,0.9,9.6,10.4,2,45.9,33.1,21.0,0.309,702275
725,Danny Young,ATL,RP,L,19.8,0.0,0.0,76.5,17.8,0.9,0.8,0,8,3.99,3.98,1.38,18.3,7.8,16.8,1.2,7.9,8.6,2,48.3,31.1,20.5,0.312,664849
726,Matt Waldron,SD,SP,R,8.6,1.4,0.6,70.6,17.1,2.0,2.0,0,0,4.50,4.60,1.35,14.1,4.6,18.5,0.8,8.7,9.4,3,40.0,39.8,20.3,0.289,663362
727,Bryse Wilson,PHI,SP,R,3.2,3.2,1.2,70.5,16.0,0.8,1.1,0,0,5.70,5.31,1.47,10.5,5.7,17.9,0.7,9.9,10.6,3,40.8,39.1,20.2,0.291,669060
728,Bradley Blalock,MIA,SP,R,9.7,1.6,0.5,66.3,15.9,0.7,1.0,0,1,5.43,5.64,1.59,10.0,5.7,19.6,0.5,9.5,10.2,2,41.8,37.0,21.2,0.305,687134
729,Yoniel Curet,PHI,SP,R,5.8,2.2,0.8,63.2,14.6,1.3,1.5,0,0,5.18,5.42,1.54,12.4,7.4,15.1,1.0,8.2,8.8,2,41.0,37.9,21.1,0.294,692414
730,Jean Cabrera,PHI,SP,R,2.9,2.9,1.2,62.8,14.5,0.8,0.9,0,0,5.19,5.26,1.50,10.0,5.9,15.9,0.7,8.2,8.8,2,45.9,33.0,21.1,0.303,691893
731,Henry Baez,ATH,SP,R,2.9,2.9,1.2,58.0,14.5,0.8,0.9,0,0,5.00,5.57,1.62,9.2,5.0,18.4,0.7,7.9,8.5,2,49.7,29.2,21.1,0.310,692013
732,Randy Dobnak,SEA,SP,R,8.6,1.4,0.6,59.0,14.2,0.8,0.8,0,1,4.60,4.68,1.48,10.0,5.0,16.1,0.7,7.5,8.2,2,50.7,28.9,20.5,0.295,677976
733,Mitch Bratt,ARI,SP,L,8.6,1.4,0.6,58.4,14.2,2.1,1.7,0,0,4.18,4.50,1.32,12.2,3.6,15.1,0.5,6.6,7.1,2,38.8,40.2,20.9,0.298,683352
734,Wilber Dotel,PIT,SP,R,8.6,1.4,0.5,59.2,14.2,0.7,0.9,0,1,5.05,5.34,1.52,10.4,5.5,16.2,0.7,8.0,8.5,2,40.2,38.7,21.1,0.299,696062
735,Tyler Uberstine,BOS,SP,R,8.6,1.4,0.6,59.6,14.2,0.7,0.8,0,1,4.80,4.65,1.32,12.4,4.6,14.1,0.7,7.1,7.6,2,38.4,40.6,21.0,0.296,700413
736,Clarke Schmidt,NYY,SP,R,7.4,1.2,0.6,52.3,12.6,0.7,0.6,0,1,4.01,3.71,1.19,12.9,4.0,10.9,0.6,5.6,6.0,2,39.7,40.6,19.7,0.272,657376
737,Manuel Rodriguez,TB,RP,R,12.3,0.0,0.0,51.5,12.3,0.6,0.6,0,4,3.93,3.63,1.27,11.8,4.3,11.3,0.6,5.4,5.9,1,49.3,31.2,19.6,0.289,655889
738,Blake Walston,ARI,RP,L,9.3,0.0,0.0,47.5,12.1,0.6,0.6,0,1,4.47,4.42,1.37,10.3,4.7,11.8,0.6,6.0,6.5,1,40.8,38.8,20.4,0.296,686796
739,Chayce McDermott,BAL,SP,R,5.0,1.4,0.5,48.4,11.7,0.6,0.7,0,0,4.94,5.38,1.58,10.3,5.6,12.8,0.5,6.4,6.8,2,40.0,39.0,21.1,0.298,694646
740,Ryan Webb,CLE,SP,L,2.2,2.2,0.9,47.7,11.0,0.6,0.7,0,0,4.93,5.00,1.49,8.5,4.7,11.8,0.6,6.0,6.5,2,44.9,34.1,21.0,0.305,669067
741,Pete Hansen,STL,SP,L,2.2,2.2,0.9,47.7,11.0,0.6,0.7,0,0,4.80,5.01,1.45,6.9,3.7,12.3,0.4,5.9,6.4,1,45.0,33.8,21.1,0.307,677337
742,Trey Gibson,BAL,SP,R,2.2,2.2,1.0,46.5,11.0,0.6,0.6,0,0,4.49,4.33,1.39,9.3,4.2,11.1,0.6,5.4,5.9,1,49.2,29.9,20.9,0.305,694346
743,Noah Schultz,CHW,SP,L,2.2,2.2,1.0,48.2,11.0,0.5,0.7,0,0,4.64,4.64,1.46,8.9,4.8,11.2,0.6,5.7,6.2,1,47.3,31.7,21.0,0.300,702273
744,Bryan Hoeing,SD,RP,R,10.8,0.0,0.0,46.2,10.8,0.5,0.5,0,1,4.25,3.91,1.32,9.2,3.5,10.7,0.4,5.2,5.7,1,46.7,33.4,19.9,0.291,663773
745,Ken Waldichuk,WSH,RP,L,10.8,0.0,0.0,46.1,10.8,0.5,0.6,0,1,4.34,4.19,1.31,10.5,4.5,9.6,0.5,5.2,5.6,1,37.6,42.3,20.1,0.279,686610
746,Alex Hoppe,SEA,RP,R,10.8,0.0,0.0,47.1,10.8,0.5,0.5,0,1,4.38,4.39,1.46,9.3,4.9,10.9,0.4,5.5,5.9,1,49.9,28.7,21.3,0.302,695380
747,Sean Sullivan,COL,SP,L,2.0,2.0,0.9,42.2,10.0,0.4,0.7,0,0,5.30,5.47,1.41,7.0,2.9,11.2,0.4,5.2,5.6,2,38.3,40.7,21.0,0.313,807743
748,Shinnosuke Ogasawara,WSH,SP,L,8.1,0.0,0.0,40.4,9.7,0.4,0.5,0,1,4.46,4.34,1.32,7.0,2.5,10.3,0.3,4.8,5.2,1,44.0,35.0,21.1,0.298,829272
749,Shelby Miller,CHC,RP,R,9.3,0.0,0.0,37.2,9.3,0.5,0.4,0,2,4.19,3.80,1.22,9.7,3.4,8.0,0.5,4.4,4.7,1,36.5,43.5,20.0,0.272,10197
750,Joel Hurtado,LAA,SP,R,4.3,1.2,0.4,37.8,8.8,0.8,1.2,0,0,5.40,5.61,1.62,5.3,3.7,10.6,0.4,5.1,5.6,1,48.4,30.3,21.3,0.311,805871
751,Didier Fuentes,ATL,SP,R,8.1,0.0,0.0,32.4,8.1,1.7,1.7,0,0,4.23,4.67,1.39,7.8,2.4,8.9,0.4,3.8,4.1,1,38.4,40.6,21.0,0.296,800311
752,Mike Clevinger,PIT,SP,R,1.6,1.6,0.6,34.4,8.0,0.4,0.5,0,0,5.30,5.00,1.40,5.7,2.9,8.3,0.4,4.7,5.0,1,36.7,43.2,20.1,0.289,605182
753,Carlos Carrasco,ATL,SP,R,1.6,1.6,0.6,26.8,8.0,0.5,0.5,0,0,5.20,4.88,1.44,5.8,2.6,8.9,0.3,4.6,5.0,1,44.1,35.7,20.1,0.305,6632
754,Carlos Hernandez,CLE,RP,R,7.2,0.0,0.0,33.8,7.9,0.4,0.4,0,1,4.42,4.16,1.31,8.1,3.3,7.0,0.3,3.8,4.1,1,34.0,46.8,19.3,0.280,672578
755,Dane Dunning,SEA,SP,R,1.6,1.6,0.6,33.3,7.7,0.4,0.4,0,0,4.65,4.44,1.38,6.4,2.7,8.0,0.4,4.1,4.5,1,45.8,33.8,20.4,0.293,641540
756,Tanner Rainey,DET,RP,R,7.2,0.0,0.0,31.1,7.2,0.3,0.4,0,1,4.69,4.55,1.38,6.8,3.5,6.4,0.3,3.8,4.0,1,34.1,45.6,20.2,0.274,663432
757,James Karinchak,ATL,RP,R,7.2,0.0,0.0,31.4,7.2,0.4,0.4,0,1,4.70,4.28,1.37,8.0,3.7,6.1,0.3,3.8,4.0,1,33.3,46.6,20.1,0.276,675916
758,Collin Snider,CHC,RP,R,7.2,0.0,0.0,31.0,7.2,0.3,0.4,0,1,4.55,4.48,1.38,5.9,2.6,7.4,0.3,3.7,4.0,1,42.0,38.0,20.0,0.298,676092
759,Christian MacLeod,MIN,RP,L,7.2,0.0,0.0,28.8,7.2,1.3,1.6,0,0,4.50,5.25,1.57,5.7,2.9,8.4,0.3,3.6,3.9,1,41.3,37.5,21.3,0.299,681306
760,K.C. Hunt,MIL,RP,R,7.2,0.0,0.0,30.0,7.2,0.4,0.4,0,1,4.14,4.07,1.29,6.7,2.2,7.0,0.2,3.3,3.6,1,43.7,35.2,21.1,0.295,687268
761,Dale Stanavich,MIA,RP,L,7.2,0.0,0.0,31.8,7.2,0.3,0.4,0,1,4.69,4.87,1.56,6.2,4.1,7.2,0.4,3.7,4.0,1,46.2,32.3,21.5,0.309,689359
762,Josh Ekness,MIA,RP,R,7.2,0.0,0.0,31.7,7.2,0.3,0.4,0,1,4.83,4.86,1.47,6.2,3.4,7.2,0.5,3.8,4.1,1,43.4,35.2,21.3,0.303,694795
763,Francis Pena,SD,RP,R,7.2,0.0,0.0,31.5,7.2,0.3,0.4,0,1,4.44,4.62,1.49,5.7,3.2,7.5,0.3,3.6,4.0,1,50.0,28.6,21.4,0.307,800212
764,Marco Gonzales,SD,SP,L,1.4,1.4,0.5,30.1,7.0,0.4,0.4,0,0,5.08,4.93,1.42,4.8,2.3,7.7,0.2,4.1,4.3,1,38.7,40.8,20.5,0.291,594835
765,Casey Lawrence,SEA,SP,R,1.4,1.4,0.5,30.3,7.0,0.4,0.4,0,0,5.36,5.27,1.46,3.6,1.7,8.5,0.3,4.3,4.6,1,44.0,35.1,20.9,0.300,596271
766,Adam Macko,TOR,SP,L,1.4,1.4,0.6,30.3,7.0,0.4,0.4,0,0,5.00,5.05,1.47,5.6,3.0,7.3,0.4,3.9,4.2,1,40.6,38.4,21.0,0.295,671936
767,Nick Burdi,NYM,RP,R,7.2,0.0,0.0,27.6,6.5,0.3,0.3,0,1,3.95,3.75,1.30,7.1,3.0,5.4,0.3,2.9,3.2,1,41.4,39.0,19.6,0.277,595897
768,Jhonathan Diaz,SEA,SP,L,3.7,0.6,0.3,25.2,6.3,0.4,0.3,0,0,4.14,4.49,1.38,4.5,1.6,7.1,0.3,3.0,3.3,1,48.3,31.2,20.5,0.296,646242
769,Triston McKenzie,SD,SP,R,3.7,0.6,0.2,24.8,6.2,0.3,0.4,0,0,5.10,5.18,1.51,5.5,2.8,6.5,0.2,3.6,3.8,1,32.6,47.1,20.4,0.271,663474
770,Osvaldo Bido,NYY,SP,R,1.0,1.0,0.4,20.4,5.1,0.3,0.3,0,0,5.21,5.72,1.53,3.9,1.8,6.0,0.3,2.9,3.1,1,34.1,46.2,19.7,0.277,674370
