#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
1,Shohei Ohtani,LAD,L,DH,DH,150,672,564,120.6,42.3,100.8,23.4,153.2,77.1,27.8,6.0,320.0,161.3,93.2,4.7,4.1,3.5,6.2,0.271,0.374,0.567,0.941,0.304,6602710
2,Bobby Witt Jr.,KC,R,SS,SS,151,652,591,96.2,27.4,87.2,32.4,170.8,102.5,36.2,4.7,298.8,108.7,48.8,6.4,4.5,2.4,10.1,0.289,0.346,0.506,0.852,0.312,677951
3,Juan Soto,NYM,L,OF,OF,151,648,519,103.4,33.3,90.6,20.8,138.4,77.1,26.5,1.5,267.8,114.6,122.5,3.9,4.5,2.1,6.5,0.267,0.409,0.516,0.925,0.280,665742
4,Steven Kwan,CLE,L,OF,OF,148,645,572,84.0,11.2,55.2,18.4,155.9,109.9,32.9,1.9,226.1,62.3,60.8,4.5,3.9,3.5,4.4,0.273,0.343,0.395,0.738,0.288,680757
5,Gunnar Henderson,BAL,L,SS,SS,151,641,558,89.6,25.6,87.0,21.9,150.0,86.3,34.0,4.1,268.8,130.7,67.7,5.8,4.4,2.0,6.0,0.268,0.349,0.482,0.831,0.306,683002
6,Matt Olson,ATL,L,1B,1B,150,640,552,89.1,28.7,84.6,1.0,138.7,80.1,28.5,1.5,256.1,153.2,76.5,5.1,4.5,0.8,0.3,0.252,0.345,0.464,0.809,0.294,14344
7,Kyle Schwarber,PHI,L,DH,OF,148,639,530,95.7,38.3,88.5,6.5,120.2,63.0,17.5,1.3,255.3,177.3,96.1,7.0,4.3,2.4,1.9,0.227,0.350,0.481,0.831,0.257,16478
8,James Wood,WSH,L,OF,OF,151,639,548,87.4,26.3,75.4,17.9,138.9,79.2,32.1,1.3,252.6,181.9,77.6,3.8,4.1,2.8,5.5,0.254,0.345,0.461,0.807,0.328,695578
9,Rafael Devers,SF,L,1B,1B,150,637,545,85.7,27.1,75.6,2.2,131.7,77.4,25.9,1.2,241.5,158.1,79.1,6.4,4.4,2.0,0.8,0.242,0.341,0.443,0.784,0.287,646240
10,Julio Rodriguez,SEA,R,OF,OF,150,637,578,84.3,29.0,88.3,23.5,155.4,94.8,29.2,2.4,276.4,138.7,46.5,8.4,4.6,1.0,6.5,0.269,0.330,0.479,0.809,0.305,677594
11,Jackson Chourio,MIL,R,OF,OF,148,635,584,85.1,24.3,73.5,23.5,154.8,95.8,31.5,3.3,265.7,125.8,40.0,4.5,4.1,2.9,6.6,0.265,0.314,0.455,0.769,0.298,694192
12,Aaron Judge,NYY,R,OF,OF,148,634,510,107.7,40.1,99.8,8.7,140.9,74.0,25.7,1.2,289.2,158.0,111.9,6.2,4.5,1.7,2.5,0.276,0.408,0.567,0.975,0.318,15640
13,Vladimir Guerrero Jr.,TOR,R,1B,1B,150,634,547,93.1,30.0,94.7,4.8,159.4,96.5,32.3,0.6,282.8,87.4,73.9,6.2,4.6,0.8,1.7,0.291,0.377,0.516,0.894,0.298,665489
14,Ketel Marte,ARI,S,2B,2B,145,633,550,91.6,25.2,76.1,6.2,150.4,95.8,27.6,1.9,257.3,103.7,69.7,7.0,4.3,2.5,1.8,0.274,0.359,0.468,0.827,0.294,13613
15,Elly De La Cruz,CIN,S,SS,SS,151,633,560,80.5,23.1,82.8,39.6,144.8,82.4,33.7,5.7,259.2,157.3,64.8,4.7,4.6,0.8,10.9,0.259,0.338,0.463,0.801,0.317,682829
16,Trea Turner,PHI,R,SS,SS,144,632,579,85.5,17.4,65.9,27.5,159.5,107.8,30.2,4.1,250.1,114.1,41.1,5.6,3.9,3.1,4.9,0.276,0.326,0.432,0.758,0.315,16252
17,Gleyber Torres,DET,R,2B,2B,150,630,550,78.7,16.5,62.0,4.9,139.4,96.0,26.3,0.7,216.6,107.5,71.0,4.5,4.3,2.3,1.7,0.254,0.341,0.393,0.735,0.286,16997
18,Manny Machado,SD,R,3B,3B,150,626,567,77.8,25.8,86.8,9.2,148.7,93.5,29.0,0.5,256.0,122.0,50.6,3.3,4.5,0.5,2.7,0.262,0.323,0.451,0.774,0.290,11493
19,Jose Ramirez,CLE,S,3B,3B,150,625,556,81.8,26.7,87.9,30.9,150.2,85.3,36.0,2.3,270.7,75.2,59.9,4.2,4.6,0.5,7.5,0.270,0.343,0.487,0.830,0.269,13510
20,Willy Adames,SF,R,SS,SS,150,625,547,72.8,22.3,71.5,10.8,123.9,78.8,21.1,1.7,215.3,153.8,68.2,4.5,4.5,0.8,3.6,0.227,0.314,0.394,0.708,0.271,642715
21,Brice Turang,MIL,L,2B,2B/SS,147,623,556,73.5,13.4,56.6,26.8,142.1,103.5,22.8,2.4,209.9,127.8,57.9,3.1,4.2,2.4,6.4,0.256,0.327,0.378,0.705,0.307,668930
22,Junior Caminero,TB,R,3B,3B,150,622,571,82.8,36.5,98.5,5.9,150.2,86.1,26.6,1.0,288.2,121.9,42.4,4.5,4.5,0.6,1.9,0.264,0.316,0.505,0.821,0.273,691406
23,Maikel Garcia,KC,R,3B,2B/SS/ 3B/OF,148,621,559,75.5,12.8,65.8,26.5,152.6,105.2,31.1,3.4,229.0,90.6,52.9,2.8,4.0,2.6,6.8,0.273,0.335,0.409,0.745,0.304,672580
24,CJ Abrams,WSH,L,SS,SS,145,621,561,79.3,18.8,63.4,29.8,139.9,85.6,31.4,4.0,235.8,116.7,39.6,12.0,4.1,2.7,7.2,0.249,0.308,0.420,0.728,0.282,682928
25,Vinnie Pasquantino,KC,L,1B,1B,148,621,556,79.6,26.5,88.6,1.6,145.1,88.1,29.2,1.3,256.3,93.2,54.7,5.6,4.6,0.5,0.5,0.261,0.331,0.461,0.792,0.269,686469
26,Ronald Acuna Jr.,ATL,R,OF,OF,141,620,522,98.8,26.5,74.7,24.1,146.4,95.2,22.6,2.1,252.7,123.1,83.3,6.6,3.8,3.0,6.0,0.281,0.381,0.484,0.865,0.319,660670
27,Brent Rooker,ATH,R,OF,OF,150,618,548,82.8,29.2,91.0,5.5,137.2,75.8,30.4,1.9,258.9,160.1,58.7,6.5,4.2,0.8,1.8,0.250,0.327,0.473,0.800,0.298,667670
28,Pete Alonso,BAL,R,1B,1B,150,616,539,80.5,31.6,94.5,2.6,132.7,77.2,23.0,0.9,252.3,143.1,57.7,11.8,4.4,0.5,0.8,0.246,0.328,0.468,0.797,0.274,624413
29,Nick Kurtz,ATH,L,1B,1B,145,616,530,94.2,36.7,94.9,4.7,133.5,69.6,25.4,1.8,272.6,176.8,75.2,4.3,3.9,2.8,1.2,0.252,0.346,0.514,0.861,0.302,701762
30,Jeremy Pena,HOU,R,SS,SS,143,613,560,79.1,17.5,66.2,16.6,149.6,101.5,28.6,2.0,234.4,107.6,36.1,10.4,3.9,2.8,4.7,0.268,0.320,0.419,0.739,0.301,665161
31,Eugenio Suarez,CIN,R,3B,3B,150,610,545,76.9,33.5,92.6,3.1,126.0,63.9,28.0,0.6,255.7,178.6,51.8,10.3,4.2,0.8,1.1,0.231,0.308,0.469,0.777,0.275,12552
32,Fernando Tatis Jr.,SD,R,OF,OF,140,610,532,94.3,28.0,75.3,22.3,142.9,84.5,28.7,1.7,259.1,118.2,66.9,5.9,3.9,1.6,5.5,0.269,0.354,0.487,0.841,0.295,665487
33,Freddie Freeman,LAD,L,1B,1B,144,609,531,82.2,21.2,83.5,6.8,146.1,89.0,34.1,1.8,247.4,112.8,64.1,7.9,4.2,0.5,1.8,0.275,0.359,0.466,0.825,0.311,5361
34,Jose Altuve,HOU,R,2B/OF,2B/OF,143,609,547,77.1,20.0,72.3,12.2,142.9,96.0,25.7,1.2,230.8,103.5,50.7,5.4,4.3,1.3,3.6,0.261,0.327,0.422,0.749,0.287,5417
35,Wyatt Langford,TEX,R,OF,OF,143,608,523,82.9,22.8,71.3,20.6,130.9,79.7,26.5,1.9,229.6,137.7,73.3,5.4,4.2,1.9,6.0,0.250,0.345,0.438,0.784,0.295,694671
36,Jackson Merrill,SD,L,OF,OF,145,608,557,78.6,21.7,76.2,7.1,146.7,87.7,32.4,4.9,254.2,116.9,40.9,4.3,4.2,1.8,2.3,0.263,0.316,0.456,0.772,0.296,701538
37,Masyn Winn,STL,R,SS,SS,148,606,550,68.5,14.2,60.7,11.8,139.8,92.9,31.0,1.7,216.7,104.0,43.6,5.4,4.5,1.7,3.6,0.254,0.311,0.394,0.705,0.288,691026
38,Pete Crow-Armstrong,CHC,L,OF,OF,151,606,559,69.2,23.1,79.2,32.7,137.8,85.8,24.9,3.9,239.8,141.9,33.6,7.9,4.6,1.3,9.5,0.247,0.296,0.430,0.726,0.288,691718
39,Yandy Diaz,TB,R,1B,1B,142,605,535,80.5,19.0,65.8,2.6,149.9,102.3,27.5,1.2,236.7,95.4,58.1,6.0,4.0,2.4,0.9,0.280,0.354,0.443,0.797,0.309,650490
40,Roman Anthony,BOS,L,OF,OF,144,605,514,79.0,17.1,65.6,9.9,132.9,83.9,29.3,2.6,218.8,152.7,78.5,4.8,3.7,3.0,2.7,0.259,0.358,0.425,0.783,0.333,701350
41,Kyle Tucker,LAD,L,OF,OF,141,604,510,89.5,27.5,85.5,20.0,135.0,77.5,27.9,2.2,249.8,90.2,81.7,4.2,4.2,2.0,4.3,0.264,0.366,0.489,0.855,0.271,663656
42,Geraldo Perdomo,ARI,S,SS,SS,144,604,517,80.6,12.2,55.8,20.0,137.6,98.8,23.4,3.2,204.0,79.1,73.2,6.7,3.9,2.8,5.4,0.266,0.360,0.395,0.755,0.292,672695
43,Alex Bregman,CHC,R,3B,3B,144,603,527,76.4,20.3,71.1,2.7,134.0,86.5,26.0,1.2,223.2,84.2,63.4,7.4,4.2,1.8,0.9,0.255,0.340,0.423,0.763,0.267,17678
44,Jarren Duran,BOS,L,OF,OF,142,603,541,78.9,14.9,62.3,21.6,137.4,82.3,32.3,7.9,230.1,142.6,48.3,7.2,4.1,1.6,5.2,0.254,0.320,0.426,0.746,0.316,680776
45,Riley Greene,DET,L,OF,OF,148,602,540,71.3,24.4,80.7,3.4,137.4,90.1,20.6,2.3,235.7,162.7,54.3,4.8,4.0,0.7,1.2,0.255,0.326,0.437,0.763,0.317,682985
46,Ian Happ,CHC,S,OF,OF,144,599,516,73.2,19.1,66.4,7.4,122.7,77.4,25.1,1.1,207.2,141.8,74.6,4.0,4.2,1.3,2.2,0.238,0.336,0.402,0.738,0.289,664023
47,Bryce Harper,PHI,L,1B,1B,141,598,513,82.6,25.4,80.7,9.4,137.9,82.3,29.5,0.7,245.0,127.5,75.6,4.8,4.4,0.5,2.9,0.268,0.365,0.478,0.843,0.308,11579
48,Francisco Lindor,NYM,S,SS,SS,135,597,529,85.7,22.6,67.2,21.1,134.3,82.1,28.8,0.8,232.5,108.8,53.4,9.4,3.7,3.0,4.8,0.254,0.330,0.440,0.770,0.278,12916
49,Mookie Betts,LAD,R,SS,SS,138,597,522,84.8,21.3,78.8,8.1,140.1,82.6,33.3,2.9,243.0,69.4,64.2,4.3,4.2,1.4,2.2,0.268,0.350,0.466,0.815,0.273,13611
50,Bo Bichette,NYM,R,SS,SS,141,597,550,74.5,17.1,72.7,5.5,155.1,108.1,28.5,1.4,237.8,96.5,38.9,4.2,4.2,1.0,1.7,0.282,0.332,0.433,0.765,0.313,666182
51,Bryan Reynolds,PIT,S,OF,OF,142,597,534,72.5,18.3,65.5,5.2,133.1,85.5,27.1,2.1,219.4,144.4,51.5,6.6,4.3,0.9,1.6,0.249,0.320,0.411,0.731,0.305,668804
52,Cal Raleigh,SEA,S,C,C,142,596,512,83.9,34.5,83.0,7.8,115.2,55.2,25.1,0.4,244.6,159.1,74.4,5.5,4.2,1.6,2.4,0.225,0.327,0.478,0.805,0.250,663728
53,Luis Arraez,SF,L,1B,1B/2B,142,594,551,72.4,5.9,50.5,9.5,165.0,128.3,27.6,3.2,216.7,26.5,30.7,4.7,3.7,2.9,3.0,0.299,0.338,0.393,0.731,0.305,650333
54,Randy Arozarena,SEA,R,OF,OF,145,594,513,67.9,19.1,66.2,20.3,116.9,70.1,26.7,0.9,202.7,158.7,59.9,16.7,4.4,1.2,6.8,0.228,0.326,0.395,0.720,0.288,668227
55,George Springer,TOR,R,OF,OF,140,591,518,81.6,23.5,70.5,12.6,131.4,82.1,24.5,1.3,229.0,114.9,59.3,6.3,3.7,2.6,2.9,0.254,0.333,0.442,0.775,0.282,12856
56,Austin Riley,ATL,R,3B,3B,141,590,533,73.4,24.3,80.4,2.6,136.2,85.7,24.4,1.8,237.1,153.0,45.7,5.7,4.5,1.1,0.9,0.256,0.318,0.445,0.763,0.311,663586
57,Zach Neto,LAA,R,SS,SS,143,589,527,78.8,24.4,67.5,26.3,129.9,76.1,28.3,1.1,233.6,141.1,40.5,13.7,3.7,2.9,7.6,0.247,0.313,0.444,0.756,0.289,687263
58,Jacob Wilson,ATH,R,SS,SS,145,588,540,74.9,13.4,69.4,6.0,159.5,108.5,36.5,1.2,238.5,48.2,34.8,7.3,4.0,1.5,1.9,0.296,0.343,0.441,0.784,0.303,805779
59,Brandon Nimmo,TEX,L,OF,OF,142,587,516,75.8,19.8,67.0,9.1,130.2,82.4,26.6,1.3,218.9,129.5,57.3,7.6,3.8,2.3,2.5,0.252,0.332,0.424,0.756,0.298,12927
60,Seiya Suzuki,CHC,R,OF,OF,141,586,517,73.4,22.4,75.3,7.0,128.4,77.8,25.6,2.7,226.6,148.0,61.9,3.6,4.0,0.6,2.8,0.249,0.332,0.439,0.770,0.303,673548
61,Corbin Carroll,ARI,L,OF,OF,135,583,508,80.9,23.7,76.3,31.0,129.2,74.2,21.6,9.6,241.1,120.6,63.1,7.6,4.1,1.3,7.2,0.254,0.342,0.475,0.817,0.287,682998
62,Cody Bellinger,NYY,L,OF,OF,141,582,525,74.7,22.5,79.7,9.7,135.5,84.3,25.8,3.0,234.6,88.8,48.0,4.1,4.2,0.5,2.7,0.258,0.323,0.446,0.769,0.270,15998
63,Trevor Story,BOS,R,SS,SS,141,581,535,65.3,18.8,66.3,20.1,129.7,85.6,24.4,0.8,212.1,155.8,34.5,5.6,4.1,1.7,4.9,0.243,0.292,0.397,0.689,0.305,12564
64,Marcell Ozuna,PIT,R,DH,OF,142,579,500,68.6,22.8,72.3,0.8,119.6,76.0,20.3,0.5,209.2,139.0,70.4,3.6,4.4,0.9,0.3,0.239,0.334,0.418,0.752,0.282,10324
65,Taylor Ward,BAL,R,OF,OF,142,578,505,72.4,22.2,70.1,5.0,119.4,74.9,20.7,1.7,209.9,140.1,59.3,5.6,3.7,2.0,1.6,0.236,0.319,0.416,0.735,0.281,621493
66,Colson Montgomery,CHW,L,SS,SS/3B,144,576,512,66.3,24.3,69.8,3.1,110.4,64.4,19.8,2.0,207.1,169.2,49.5,8.8,4.2,0.6,1.1,0.216,0.293,0.404,0.697,0.267,695657
67,Josh Naylor,SEA,L,1B,1B,142,569,513,67.1,21.1,77.2,15.0,132.9,79.6,31.6,0.7,228.9,89.5,47.5,4.6,3.8,0.5,4.1,0.259,0.325,0.446,0.771,0.275,647304
68,William Contreras,MIL,R,C,C,137,569,494,70.1,18.2,67.3,6.0,131.2,86.8,25.5,0.8,212.9,106.4,67.3,4.1,4.1,0.8,2.0,0.265,0.355,0.431,0.786,0.303,661388
69,Jazz Chisholm Jr.,NYY,L,2B/3B,2B/3B,143,568,504,70.4,25.3,75.7,28.4,118.0,70.1,21.0,1.6,218.1,148.6,53.3,5.1,3.9,1.3,8.1,0.234,0.311,0.432,0.743,0.277,665862
70,Spencer Torkelson,DET,R,1B,1B,144,566,494,64.8,22.1,70.0,1.9,110.2,62.7,24.5,1.0,203.0,148.8,62.3,6.0,4.3,0.9,0.7,0.223,0.315,0.411,0.726,0.269,679529
71,Jurickson Profar,ATL,S,OF,OF,142,565,487,68.3,16.0,62.3,7.8,121.8,81.9,22.8,1.1,195.0,93.0,64.0,8.4,3.7,1.1,2.5,0.251,0.343,0.400,0.744,0.277,10815
72,Tyler Soderstrom,ATH,L,1B/OF,1B/OF,141,560,501,72.6,24.7,80.2,5.8,126.5,74.9,25.7,1.2,228.7,126.3,48.5,5.6,4.1,0.6,2.0,0.252,0.323,0.456,0.779,0.288,691016
73,Christian Yelich,MIL,L,DH,OF,138,559,490,63.5,17.8,67.0,15.0,124.7,86.5,19.1,1.2,199.6,132.8,61.9,4.5,3.8,0.5,3.8,0.255,0.341,0.408,0.749,0.312,11477
74,Dansby Swanson,CHC,R,SS,SS,147,559,504,62.0,16.7,61.0,12.9,118.9,78.7,21.5,2.0,194.5,139.0,47.5,3.5,4.0,1.6,3.5,0.236,0.304,0.386,0.690,0.290,18314
75,Brendan Donovan,SEA,L,2B,2B/OF,133,557,493,70.7,11.3,53.3,6.1,131.2,86.1,33.0,0.8,199.9,79.7,50.5,8.5,3.5,2.4,2.0,0.267,0.341,0.406,0.748,0.296,680977
76,Michael Busch,CHC,L,1B,1B,137,556,486,75.6,23.4,66.3,3.6,117.8,71.3,20.0,3.1,214.2,136.9,58.0,6.7,3.6,2.3,1.0,0.242,0.328,0.441,0.770,0.287,683737
77,Matt Chapman,SF,R,3B,3B,138,554,481,62.2,19.3,67.1,8.0,111.1,69.3,20.6,1.8,193.3,136.7,62.4,6.0,3.7,0.5,2.9,0.231,0.324,0.402,0.726,0.279,16505
78,Carlos Correa,HOU,R,SS/3B,SS/3B,136,551,493,66.5,16.9,66.4,0.6,129.4,85.8,25.7,1.0,207.8,107.8,50.1,3.9,3.7,0.7,0.2,0.263,0.333,0.422,0.755,0.303,14162
79,Otto Lopez,MIA,R,2B/SS,2B/SS,141,550,502,59.4,10.5,53.6,15.8,133.3,96.1,25.6,1.2,192.9,82.5,39.9,3.9,3.8,1.2,4.8,0.266,0.322,0.384,0.706,0.298,672640
80,Ozzie Albies,ATL,S,2B,2B,140,549,497,62.8,16.0,65.0,9.9,126.7,84.1,24.8,1.9,203.2,81.5,41.3,5.0,3.9,1.6,2.8,0.255,0.316,0.409,0.725,0.275,16556
81,Kyle Stowers,MIA,L,OF,OF,138,549,486,63.6,20.8,65.7,4.2,114.6,71.2,19.9,2.7,202.2,154.9,52.5,6.6,4.0,0.7,1.5,0.236,0.317,0.416,0.733,0.298,669065
82,Jakob Marsee,MIA,L,OF,OF,137,549,473,62.6,11.6,47.6,33.9,107.8,74.2,18.2,3.8,168.5,123.1,64.3,7.1,3.4,2.7,8.8,0.228,0.327,0.356,0.683,0.282,805300
83,Byron Buxton,MIN,R,OF,OF,129,546,491,77.3,26.6,68.6,16.0,118.4,63.1,24.3,4.3,231.3,148.8,42.7,7.7,3.4,2.6,3.1,0.241,0.309,0.471,0.780,0.287,14161
84,Ezequiel Tovar,COL,R,SS,SS,138,546,508,65.0,17.5,62.4,9.6,132.1,87.2,23.9,3.5,215.3,129.0,28.1,3.9,3.5,2.5,3.0,0.260,0.300,0.424,0.724,0.314,678662
85,Teoscar Hernandez,LAD,R,OF,OF,138,543,497,68.3,24.3,78.4,5.7,125.5,71.2,28.9,1.1,229.5,141.1,36.1,4.9,3.9,1.2,1.8,0.253,0.306,0.462,0.768,0.302,13066
86,Jo Adell,LAA,R,OF,OF,140,541,489,65.3,29.0,78.8,8.3,113.6,62.6,20.4,1.5,224.1,146.5,37.3,7.6,4.1,1.2,2.9,0.232,0.293,0.458,0.751,0.266,666176
87,Andy Pages,LAD,R,OF,OF,144,541,495,68.4,22.0,74.5,9.9,124.9,71.4,30.4,1.2,223.6,113.4,32.2,7.1,4.1,2.0,3.6,0.252,0.303,0.452,0.755,0.283,681624
88,Josh Smith,TEX,L,1B/SS/ 3B,1B/SS/ 3B/OF,137,539,471,64.0,10.7,50.1,9.6,113.4,76.1,24.9,1.6,173.8,102.0,51.9,10.4,3.9,2.2,2.9,0.241,0.326,0.370,0.695,0.284,669701
89,Yordan Alvarez,HOU,L,DH,OF,129,539,458,83.5,28.1,81.0,4.0,134.8,82.9,22.2,1.6,244.3,91.3,68.8,7.5,3.8,1.6,1.2,0.294,0.392,0.534,0.926,0.312,670541
90,Lawrence Butler,ATH,L,OF,OF,137,538,483,69.2,19.8,62.8,17.8,115.2,69.7,24.0,1.6,202.1,138.2,47.1,2.2,3.7,2.0,4.6,0.239,0.306,0.418,0.724,0.290,671732
91,Brandon Lowe,PIT,L,2B,2B,132,537,483,67.1,22.4,64.0,4.4,114.2,68.2,22.5,1.1,205.9,136.5,44.1,4.8,3.7,1.7,1.3,0.237,0.304,0.426,0.730,0.280,664040
92,Munetaka Murakami,CHW,L,3B,3B,144,537,460,63.4,24.3,66.3,7.5,100.2,59.2,15.9,0.8,190.6,157.1,65.9,4.8,3.5,0.4,3.2,0.218,0.319,0.414,0.733,0.269,808959
93,Alec Burleson,STL,L,1B/OF,1B/OF,135,536,489,63.4,18.4,68.2,5.6,131.8,87.6,24.4,1.4,214.3,75.9,37.8,4.3,3.9,0.7,1.8,0.270,0.324,0.439,0.762,0.285,676475
94,Dylan Crews,WSH,R,OF,OF,138,536,485,58.7,16.6,59.6,22.4,115.1,75.1,20.3,3.2,191.5,115.3,38.4,7.5,3.6,0.8,7.2,0.237,0.300,0.395,0.695,0.277,686611
95,Adolis Garcia,PHI,R,OF,OF,140,535,488,61.2,22.3,69.7,10.6,113.3,65.9,24.7,0.5,205.8,138.9,37.4,5.6,3.6,0.9,3.1,0.232,0.292,0.422,0.714,0.276,666969
96,Ivan Herrera,STL,R,DH,C,130,535,461,67.3,16.6,59.3,8.2,122.7,82.2,22.9,1.0,197.4,104.5,56.4,9.8,3.7,1.8,2.4,0.266,0.354,0.428,0.781,0.309,671056
97,Corey Seager,TEX,L,SS,SS,129,534,466,75.2,25.1,76.0,2.7,126.5,74.4,26.4,0.6,229.2,96.8,58.2,4.8,3.9,0.9,0.9,0.271,0.355,0.492,0.847,0.291,13624
98,Xavier Edwards,MIA,S,2B/SS,2B/SS,138,532,477,61.1,4.2,42.7,24.5,134.4,107.1,18.8,4.3,174.4,73.7,47.2,3.0,3.5,2.2,6.1,0.281,0.347,0.366,0.713,0.323,669364
99,Luke Keaschall,MIN,R,2B,2B,132,532,467,62.5,10.3,53.1,22.4,122.3,83.4,27.2,1.4,183.1,89.6,52.7,9.1,3.7,1.7,6.6,0.262,0.346,0.392,0.738,0.302,807712
100,Jung Hoo Lee,SF,L,OF,OF,140,532,481,57.5,8.7,53.9,8.6,128.4,89.3,24.1,6.4,191.3,60.4,41.2,4.8,4.0,1.1,2.9,0.268,0.328,0.398,0.727,0.288,808982
101,Marcus Semien,NYM,R,2B,2B,137,531,476,59.9,16.3,60.4,7.3,112.4,76.1,18.4,1.6,182.9,88.5,47.5,4.2,3.9,1.3,1.9,0.236,0.309,0.384,0.693,0.256,12533
102,Willson Contreras,BOS,R,1B,1B,130,530,461,64.9,20.3,67.5,4.1,112.1,69.4,21.3,1.1,196.6,135.2,50.5,13.6,3.6,0.6,1.5,0.243,0.333,0.426,0.759,0.297,11609
103,Sal Frelick,MIL,L,OF,OF,140,530,477,55.5,8.5,49.5,15.3,127.0,95.7,19.8,2.9,178.2,76.1,43.7,5.3,3.6,1.4,4.4,0.266,0.331,0.373,0.705,0.299,686217
104,Daylen Lile,WSH,L,OF,OF,137,530,483,58.8,11.2,58.4,13.6,128.1,84.2,24.7,8.0,202.5,92.7,35.3,5.8,3.9,0.6,4.7,0.265,0.319,0.419,0.738,0.305,695734
105,J.P. Crawford,SEA,L,SS,SS,140,529,456,59.7,9.7,47.8,4.8,107.3,70.1,26.8,0.7,164.6,103.7,63.9,4.2,3.7,2.1,1.5,0.236,0.332,0.361,0.694,0.282,15491
106,Michael Harris II,ATL,L,OF,OF,141,529,495,65.0,19.5,69.2,16.5,133.9,86.7,23.8,3.9,224.0,99.7,23.2,4.2,3.9,2.1,4.6,0.270,0.305,0.453,0.758,0.301,671739
107,Agustin Ramirez,MIA,R,C,C,133,529,480,60.7,19.3,64.4,12.7,117.2,70.9,25.9,1.1,203.3,100.7,39.4,5.9,3.5,0.6,3.8,0.244,0.307,0.424,0.731,0.269,682663
108,Xander Bogaerts,SD,R,SS,SS,136,528,475,58.5,12.2,57.6,14.7,125.7,87.5,25.3,0.7,189.0,91.0,43.2,4.2,3.5,2.1,3.3,0.264,0.328,0.397,0.725,0.302,12161
109,Noelvi Marte,CIN,R,3B/OF,3B/OF,132,527,482,63.2,17.8,61.8,14.9,121.6,73.9,28.0,2.0,206.9,115.1,34.0,5.2,4.0,2.2,4.8,0.252,0.305,0.430,0.735,0.294,682622
110,Salvador Perez,KC,R,C/1B,C/1B,132,526,487,62.2,23.1,76.1,0.4,122.7,77.2,21.9,0.4,214.9,105.6,26.4,8.3,3.6,0.5,0.1,0.252,0.300,0.441,0.741,0.275,7304
111,Jake Cronenworth,SD,L,2B,1B/2B/SS,140,526,456,58.0,11.8,52.9,3.9,105.4,67.1,24.4,2.1,169.3,104.4,55.3,9.6,4.0,1.1,1.4,0.231,0.324,0.371,0.695,0.272,630105
112,Heliot Ramos,SF,R,OF,OF,137,526,472,60.2,17.3,58.4,6.0,117.5,80.9,17.5,1.8,190.5,126.6,40.7,7.7,3.5,1.4,1.9,0.249,0.316,0.403,0.719,0.302,671218
113,Jordan Beck,COL,R,OF,OF,134,526,475,58.3,15.3,60.9,16.5,117.4,79.1,19.4,3.6,189.9,145.5,42.3,3.8,3.5,0.9,5.4,0.247,0.311,0.399,0.710,0.321,687597
114,Miguel Vargas,CHW,R,1B/3B,1B/3B,134,525,455,59.6,15.2,57.4,6.5,105.4,61.2,27.5,1.5,181.6,102.7,57.5,5.8,3.9,1.1,2.0,0.232,0.321,0.399,0.721,0.264,678246
115,Alec Bohm,PHI,R,3B,1B/3B,132,524,479,58.7,13.2,64.4,2.6,129.7,88.1,26.1,2.4,200.1,81.5,36.3,4.6,3.6,0.6,0.9,0.271,0.325,0.417,0.742,0.300,664761
116,Mike Trout,LAA,R,OF,OF,129,523,443,66.8,23.5,64.7,3.2,100.5,58.6,16.7,1.7,191.2,161.5,68.3,6.1,3.8,0.6,1.0,0.227,0.334,0.432,0.767,0.294,10155
117,Trent Grisham,NYY,L,OF,OF,128,523,445,71.6,20.8,57.2,5.8,95.3,53.9,19.5,1.2,179.5,132.1,66.3,5.2,3.3,2.6,1.5,0.214,0.319,0.403,0.722,0.252,663757
118,Nico Hoerner,CHC,R,2B,2B/SS,142,522,476,59.8,6.7,50.4,21.2,133.2,100.2,24.1,2.2,182.1,49.9,34.2,7.4,3.5,1.4,5.2,0.280,0.335,0.382,0.717,0.299,663538
119,Christian Walker,HOU,R,1B,1B,133,519,463,60.3,22.5,68.3,2.8,104.4,61.3,19.8,0.9,193.4,135.7,44.1,7.3,3.8,0.7,0.9,0.226,0.300,0.418,0.718,0.265,13419
120,Oneil Cruz,PIT,L,OF,OF,132,519,455,62.8,20.1,61.0,26.4,105.6,61.5,21.4,2.6,192.6,155.8,55.0,4.1,3.5,1.2,6.4,0.232,0.318,0.423,0.741,0.302,665833
121,Adley Rutschman,BAL,S,C,C,130,517,449,63.7,15.8,61.2,1.1,112.6,71.5,23.8,1.6,187.0,81.2,58.5,2.4,3.5,0.9,0.4,0.251,0.336,0.416,0.752,0.272,668939
122,Andres Gimenez,TOR,L,2B,2B/SS,138,516,468,59.1,10.8,52.7,16.5,115.6,78.0,25.1,1.7,176.4,89.0,29.6,11.5,3.9,2.0,3.9,0.247,0.304,0.377,0.681,0.282,665926
123,Nolan Gorman,STL,L,2B/3B,2B/3B,134,516,455,56.2,21.1,62.5,3.8,95.7,55.6,18.0,0.9,178.9,166.5,52.9,2.6,3.5,0.7,1.3,0.211,0.293,0.394,0.687,0.276,669357
